Disaster_Number,Incident_Type,Application_Title,DCC,Damage_Category,Project_Size,County,State_Code,Project_Amount,Federal_Share_Obligated,Total_Obligated,declaration_date,obligated_date
1909,Severe Storm(s),NDCTM04 - Storm Drain,C,Roads and Bridges,Small,Davidson,TN,14735.36,13261.82,13261.82,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NAAJS06 - Public Domain,A,Debris Removal,Large,Davidson,TN,697784.6,628006.14,628006.14,2010-05-04 04:00:00+00:00,2010-10-15 03:11:46+00:00
1909,Severe Storm(s),NACLW22 - Roads,C,Roads and Bridges,Small,Davidson,TN,61772.7,55595.43,55595.43,2010-05-04 04:00:00+00:00,2010-09-11 22:43:05+00:00
1909,Severe Storm(s),NACLW17 - Roads,C,Roads and Bridges,Small,Davidson,TN,24190.58,21771.52,21771.52,2010-05-04 04:00:00+00:00,2010-10-08 18:44:20+00:00
1909,Severe Storm(s),NACLW20 - Roads,C,Roads and Bridges,Small,Davidson,TN,7813.54,7032.19,7032.19,2010-05-04 04:00:00+00:00,2010-10-08 18:44:20+00:00
1909,Severe Storm(s),NAEWM01 - Controller for Shelby St.reet Bridge Lights,E,Public Buildings,Small,Davidson,TN,40535.8,36482.22,36482.22,2010-05-04 04:00:00+00:00,2011-01-25 05:27:38+00:00
1909,Severe Storm(s),NACLW24 - Roads,C,Roads and Bridges,Small,Davidson,TN,49169.9,44252.91,44252.91,2010-05-04 04:00:00+00:00,2010-10-08 18:44:20+00:00
1909,Severe Storm(s),NACLW19 - Roads,C,Roads and Bridges,Small,Davidson,TN,4018.37,3616.54,3616.54,2010-05-04 04:00:00+00:00,2010-10-08 18:44:20+00:00
1909,Severe Storm(s),NACLW31 - Roads,C,Roads and Bridges,Small,Davidson,TN,6403.11,5762.8,5762.8,2010-05-04 04:00:00+00:00,2010-10-08 18:44:20+00:00
1909,Severe Storm(s),BEBRO20 - Emergency Response,B,Protective Measures,Small,Davidson,TN,5795.18,5215.66,5215.66,2010-05-04 04:00:00+00:00,2010-09-24 00:32:47+00:00
1909,Severe Storm(s),BEFRO21 - Sewer Grinder Pumps,F,Public Utilities,Small,Davidson,TN,48478.13,43630.32,43630.32,2010-05-04 04:00:00+00:00,2010-09-12 02:19:03+00:00
1909,Severe Storm(s),NACLW23 - Roads,C,Roads and Bridges,Small,Davidson,TN,6433.68,5790.31,5790.31,2010-05-04 04:00:00+00:00,2010-10-05 03:50:24+00:00
1909,Severe Storm(s),OAGRO17 - Engineering and Consulting Services,G,Recreational or Other,Small,Davidson,TN,4915.96,4424.36,4424.36,2010-05-04 04:00:00+00:00,2010-09-21 17:12:01+00:00
1909,Severe Storm(s),"OACRO14 - Roadway, Shoulder, Culvert and Header",C,Roads and Bridges,Large,Davidson,TN,98515.88,88664.29,88664.29,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),NAFLC08 - Estes Rd Water Pump Station,F,Public Utilities,Small,Davidson,TN,518.36,466.52,466.52,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NDCJT08 - Culvert,C,Roads and Bridges,Small,Davidson,TN,33237.1,29913.39,29913.39,2010-05-04 04:00:00+00:00,2010-10-26 04:05:34+00:00
1909,Severe Storm(s),NDCJT07 - Storm Drain & Box Culvert,C,Roads and Bridges,Small,Davidson,TN,3280.08,2952.07,2952.07,2010-05-04 04:00:00+00:00,2010-10-22 02:21:46+00:00
1909,Severe Storm(s),NDCTM05 - Culvert,C,Roads and Bridges,Small,Davidson,TN,5158.74,4642.87,4642.87,2010-05-04 04:00:00+00:00,2010-10-14 00:46:22+00:00
1909,Severe Storm(s),NACLW26 - Roads,C,Roads and Bridges,Small,Davidson,TN,8689.82,7820.84,7820.84,2010-05-04 04:00:00+00:00,2010-10-22 02:21:46+00:00
1909,Severe Storm(s),NACWM25 - Roads,C,Roads and Bridges,Small,Davidson,TN,14367.76,12930.98,12930.98,2010-05-04 04:00:00+00:00,2010-10-22 02:21:46+00:00
1909,Severe Storm(s),SAEST14 - Terrace Pediatrics Building,E,Public Buildings,Small,Davidson,TN,20770.99,18693.89,18693.89,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),BEERO22 - City Hall Building,E,Public Buildings,Small,Davidson,TN,2522.23,2270.01,2270.01,2010-05-04 04:00:00+00:00,2010-09-28 22:07:15+00:00
1909,Severe Storm(s),NSBBF01 - Emergency Protective Measures,B,Protective Measures,Large,Davidson,TN,12700308.71,11430277.84,11430277.84,2010-05-04 04:00:00+00:00,2010-10-08 18:44:20+00:00
1909,Severe Storm(s),NABMM04 - County Wide,B,Protective Measures,Large,Davidson,TN,360457.82,324412.04,324412.04,2010-05-04 04:00:00+00:00,2010-09-29 19:38:39+00:00
1909,Severe Storm(s),NAAJS01 - County Wide,A,Debris Removal,Large,Davidson,TN,1185033.83,1066530.44,1066530.44,2010-05-04 04:00:00+00:00,2010-10-22 02:21:46+00:00
1909,Severe Storm(s),NAFLF03 - Pumping Station at McCabe Golf Course,F,Public Utilities,Small,Davidson,TN,156.48,140.83,140.83,2010-05-04 04:00:00+00:00,2011-01-21 05:21:31+00:00
1909,Severe Storm(s),NACMM02 - Temporary Debris Site,C,Roads and Bridges,Large,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NACMM03 - Airport Temporary Dump Site,C,Roads and Bridges,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NAAJS04 - County Wide,A,Debris Removal,Small,Davidson,TN,9572.5,8615.25,8615.25,2010-05-04 04:00:00+00:00,2010-10-26 04:05:34+00:00
1909,Severe Storm(s),NAFLC25 - Waterlines,F,Public Utilities,Small,Davidson,TN,18932.81,17039.53,17039.53,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NABWM13 - Emergency Protective Measures - Riverside Rd.,B,Protective Measures,Small,Davidson,TN,2353.4,2118.06,2118.06,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NAAJS03 - County Wide,A,Debris Removal,Large,Davidson,TN,1343820.32,1209438.29,1209438.29,2010-05-04 04:00:00+00:00,2011-01-20 05:12:02+00:00
1909,Severe Storm(s),NAGSC02 - Metropolitan Nashville Public Schools - Athle,G,Recreational or Other,Small,Davidson,TN,7519.83,6767.85,6767.85,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NAAJS02 - Edwin Warner Park,A,Debris Removal,Large,Davidson,TN,1055382.44,949844.19,949844.19,2010-05-04 04:00:00+00:00,2010-09-29 19:38:39+00:00
1909,Severe Storm(s),NABWM02 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,35814.56,32233.1,32233.1,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NACLW39 - Roads,C,Roads and Bridges,Small,Davidson,TN,4349.14,3914.23,3914.23,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NACLW40 - Roads,C,Roads and Bridges,Small,Davidson,TN,47614.94,42853.45,42853.45,2010-05-04 04:00:00+00:00,2010-11-26 20:04:43+00:00
1909,Severe Storm(s),NAGCC01 - Fencing in Metro Parks,G,Recreational or Other,Small,Davidson,TN,16453.85,14808.47,14808.47,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NABWM09 - Emergenty Protective Measures-Karen Drive @,B,Protective Measures,Small,Davidson,TN,5055.14,4549.63,4549.63,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),OKARO27 - Flooded Basement Offices,A,Debris Removal,Small,Davidson,TN,3942.0,3547.8,3547.8,2010-05-04 04:00:00+00:00,2010-10-01 03:04:54+00:00
1909,Severe Storm(s),OAARO23 - Debris Removal - Dustin Lane,A,Debris Removal,Small,Davidson,TN,1641.48,1477.33,1477.33,2010-05-04 04:00:00+00:00,2010-09-28 22:07:15+00:00
1909,Severe Storm(s),OAARO16 - City Wide Debris Clean-up and Removal,A,Debris Removal,Small,Davidson,TN,10106.52,9095.87,9095.87,2010-05-04 04:00:00+00:00,2010-10-01 03:04:54+00:00
1909,Severe Storm(s),SAEST10 - Tennessee Orthopaedic Alliance Building,E,Public Buildings,Small,Davidson,TN,29895.31,26905.78,26905.78,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),SAEST11 - St. Thomas Hospital - Seton Lodge & Garage,E,Public Buildings,Large,Davidson,TN,230129.28,207116.35,207116.35,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),SAEST13 - Bright Horizon's Day Care,E,Public Buildings,Small,Davidson,TN,23917.79,21526.01,21526.01,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),LABST07 - Emergency Protective Measures (Chiller Rental,B,Protective Measures,Small,Davidson,TN,55714.28,50142.85,50142.85,2010-05-04 04:00:00+00:00,2010-09-24 00:32:47+00:00
1909,Severe Storm(s),NABWM15 - Emergency Protective Measures-Temporary Road,B,Protective Measures,Small,Davidson,TN,63053.37,56748.03,56748.03,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NABWM04 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,11366.71,10230.04,10230.04,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NABWM10 - Emergency Protective Measures-Old Hickory,B,Protective Measures,Small,Davidson,TN,4279.69,3851.72,3851.72,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NABWM07 - Emergency Protective Measures-Tulip Grove,B,Protective Measures,Small,Davidson,TN,20421.12,18379.01,18379.01,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NABWM08 - Emergency Protective Measures-Pumping,B,Protective Measures,Small,Davidson,TN,3569.54,3212.59,3212.59,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NABWM05 - Emergency Protective Measures-Temporary Signs,B,Protective Measures,Small,Davidson,TN,11050.19,9945.17,9945.17,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NABWM03 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,10441.71,9397.54,9397.54,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NABWM06 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,2800.52,2520.47,2520.47,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NABWM11 - Emergency Protective Measures-Pecan Valley Rd,B,Protective Measures,Small,Davidson,TN,3187.8,2869.02,2869.02,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NABWM12 - Emergency Protective Measures - Brownlee Dr.,B,Protective Measures,Small,Davidson,TN,2349.98,2114.98,2114.98,2010-05-04 04:00:00+00:00,2010-09-25 06:38:50+00:00
1909,Severe Storm(s),NABWM01 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,5279.66,4751.69,4751.69,2010-05-04 04:00:00+00:00,2010-10-26 04:05:34+00:00
1909,Severe Storm(s),NAEFK15 - Water Enterprise Dept.- Route Services Bldg.,E,Public Buildings,Small,Davidson,TN,16825.98,15143.38,15143.38,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NABJS09 - Community Center,B,Protective Measures,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2010-10-14 00:46:22+00:00
1909,Severe Storm(s),CMBST04 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,50841.94,45757.75,45757.75,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),CMBST18 - Donated Resources,B,Protective Measures,Small,Davidson,TN,1079.95,971.96,971.96,2010-05-04 04:00:00+00:00,2010-11-26 20:04:43+00:00
1909,Severe Storm(s),NAAJS05 - Debris County/Wide,A,Debris Removal,Large,Davidson,TN,1217785.0,1096006.5,1096006.5,2010-05-04 04:00:00+00:00,2010-12-29 02:44:13+00:00
1909,Severe Storm(s),OKERO19 - Basement Area of Main Office,E,Public Buildings,Small,Davidson,TN,34345.8,30911.22,30911.22,2010-05-04 04:00:00+00:00,2010-10-26 04:05:34+00:00
1909,Severe Storm(s),SAEST09 - Baptist Hospital,E,Public Buildings,Small,Davidson,TN,36361.09,32724.98,32724.98,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),SABST17 -  St. Thomas Hospital Emergency Protective,B,Protective Measures,Small,Davidson,TN,9204.44,8284.0,8284.0,2010-05-04 04:00:00+00:00,2011-01-07 19:05:58+00:00
1909,Severe Storm(s),BMCRO24 - Roadway Pavement/Bridge Rip Rap,C,Roads and Bridges,Small,Davidson,TN,11365.23,10228.71,10228.71,2010-05-04 04:00:00+00:00,2010-10-30 20:52:25+00:00
1909,Severe Storm(s),BMBRO28 - Donated Resources,B,Protective Measures,Small,Davidson,TN,11471.96,212.46,212.46,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),BMGRO25 - Dry Stacked Stone Fences,C,Roads and Bridges,Small,Davidson,TN,8365.68,7529.11,7529.11,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),GOAJG11 - Large Hackberry Tree,A,Debris Removal,Small,Davidson,TN,1200.0,1080.0,1080.0,2010-05-04 04:00:00+00:00,2010-09-27 16:59:31+00:00
1909,Severe Storm(s),GOGJG03 - Walking Trail,G,Recreational or Other,Small,Davidson,TN,35000.0,31500.0,31500.0,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),GOEJG04 - Soccer Concession Building,E,Public Buildings,Small,Davidson,TN,1000.0,900.0,900.0,2010-05-04 04:00:00+00:00,2010-12-09 22:08:38+00:00
1909,Severe Storm(s),NAFLC02 - Waterlines at various locations (see site),F,Public Utilities,Small,Davidson,TN,32502.32,29252.09,29252.09,2010-05-04 04:00:00+00:00,2010-10-26 04:05:34+00:00
1909,Severe Storm(s),NABFF14 - Emergency Protective Measres(Election Comm.),B,Protective Measures,Small,Davidson,TN,17521.91,15769.72,15769.72,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),GOBJG09 - Citywide Emergency Response,B,Protective Measures,Small,Davidson,TN,48969.06,44072.15,44072.15,2010-05-04 04:00:00+00:00,2010-09-28 22:07:15+00:00
1909,Severe Storm(s),NAEHR01- Damaged Vehicles,E,Public Buildings,Large,Davidson,TN,63099.35,56789.42,56789.42,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAEHR03 - Damaged Vehicles,E,Public Buildings,Small,Davidson,TN,55463.75,49917.38,49917.38,2010-05-04 04:00:00+00:00,2010-11-20 02:26:53+00:00
1909,Severe Storm(s),NAEJM01 - Damaged Vehicles,E,Public Buildings,Small,Davidson,TN,27569.98,24812.99,24812.99,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAEHR07- Damaged Vehicles,E,Public Buildings,Large,Davidson,TN,284097.13,255687.42,255687.42,2010-05-04 04:00:00+00:00,2011-02-05 01:36:32+00:00
1909,Severe Storm(s),GOCJG01 - Access Road,C,Roads and Bridges,Small,Davidson,TN,20805.0,18724.5,18724.5,2010-05-04 04:00:00+00:00,2010-09-28 22:07:15+00:00
1909,Severe Storm(s),GOGJG14 - Backstops at Park,G,Recreational or Other,Small,Davidson,TN,1600.0,1440.0,1440.0,2010-05-04 04:00:00+00:00,2010-12-09 22:08:38+00:00
1909,Severe Storm(s),NAEHR04 - Damaged Vehicles,E,Public Buildings,Large,Davidson,TN,61025.38,54922.84,54922.84,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NAEHR05 - Damaged Vehicles,E,Public Buildings,Large,Davidson,TN,56110.12,50499.11,50499.11,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NAEHR02 - Damaged Vehicles,E,Public Buildings,Large,Davidson,TN,76925.48,69232.93,69232.93,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAEHR06 - Damaged Vehicles,E,Public Buildings,Small,Davidson,TN,9823.79,8841.41,8841.41,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),NAECC20 - Metropolitan Nashville Public Schools-Main,E,Public Buildings,Small,Davidson,TN,2598.67,2338.8,2338.8,2010-05-04 04:00:00+00:00,2011-01-09 02:39:53+00:00
1909,Severe Storm(s),NAESD22 - E. Warner Park Rest Rooms,E,Public Buildings,Small,Davidson,TN,0.0,0.0,0.0,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),MEFAM02 - Utility Tunnel Communications,F,Public Utilities,Small,Davidson,TN,41480.94,37332.85,37332.85,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAEFB15 - Voting Machines (Election Commision),E,Public Buildings,Small,Davidson,TN,545.78,491.2,491.2,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NABMM15 - Community Center,B,Protective Measures,Small,Davidson,TN,1169.78,1052.8,1052.8,2010-05-04 04:00:00+00:00,2010-10-14 00:46:22+00:00
1909,Severe Storm(s),LAEST18 - Administration Building,E,Public Buildings,Small,Davidson,TN,52.55,47.3,47.3,2010-05-04 04:00:00+00:00,2010-12-05 06:04:15+00:00
1909,Severe Storm(s),LAGST08 - Walking Bride Repair & Mulch Replacement,G,Recreational or Other,Small,Davidson,TN,5792.25,5213.03,5213.03,2010-05-04 04:00:00+00:00,2010-12-16 07:07:37+00:00
1909,Severe Storm(s),LAEST15 - Andrew Jackson Welcome Center & Alfreds',E,Public Buildings,Large,Davidson,TN,115206.09,103685.48,103685.48,2010-05-04 04:00:00+00:00,2011-01-04 04:23:02+00:00
1909,Severe Storm(s),LAEST17 - Springhouse Irrigation Pump & Motor,E,Public Buildings,Small,Davidson,TN,2372.88,2135.59,2135.59,2010-05-04 04:00:00+00:00,2010-12-09 22:08:38+00:00
1909,Severe Storm(s),NAEJM03 - Building Contents,E,Public Buildings,Small,Davidson,TN,1836.91,1653.22,1653.22,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NABJM02  - Emergency Protective Measures-Water Removal,B,Protective Measures,Small,Davidson,TN,4863.74,4377.37,4377.37,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACLW58 - Roads,C,Roads and Bridges,Small,Davidson,TN,8941.59,8047.43,8047.43,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NACLW32 - Roads,C,Roads and Bridges,Small,Davidson,TN,43505.3,39154.77,39154.77,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NAECC30 - Metropolitan Nashville Public Schools - Main,E,Public Buildings,Small,Davidson,TN,106.11,95.5,95.5,2010-05-04 04:00:00+00:00,2011-01-20 05:12:02+00:00
1909,Severe Storm(s),NABWM16 - Emergency Protective Measures-Temporary Road,B,Protective Measures,Small,Davidson,TN,22614.04,20352.64,20352.64,2010-05-04 04:00:00+00:00,2010-12-01 05:07:33+00:00
1909,Severe Storm(s),NACLW53 - Roads,C,Roads and Bridges,Small,Davidson,TN,27696.67,24927.0,24927.0,2010-05-04 04:00:00+00:00,2010-12-09 22:08:38+00:00
1909,Severe Storm(s),NACLW60 - Roads,C,Roads and Bridges,Small,Davidson,TN,15133.75,13620.38,13620.38,2010-05-04 04:00:00+00:00,2010-10-22 02:21:46+00:00
1909,Severe Storm(s),NAGSC01- Metropolital Nashville Public Schools'Stadium ,G,Recreational or Other,Small,Davidson,TN,4766.63,4289.97,4289.97,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAECC53 - Metropolitain Nashville Public Schools -,E,Public Buildings,Small,Davidson,TN,3712.09,3340.88,3340.88,2010-05-04 04:00:00+00:00,2011-01-19 19:42:51+00:00
1909,Severe Storm(s),NACLW28 - Roads,C,Roads and Bridges,Large,Davidson,TN,47170.79,42453.71,42453.71,2010-05-04 04:00:00+00:00,2010-12-02 06:31:20+00:00
1909,Severe Storm(s),NACLW33 - Roads,C,Roads and Bridges,Small,Davidson,TN,6907.33,6216.6,6216.6,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NABSD35 - Emergency Protective Measures,B,Protective Measures,Large,Davidson,TN,82492.0,74242.8,74242.8,2010-05-04 04:00:00+00:00,2010-10-14 00:46:22+00:00
1909,Severe Storm(s),NAEMM05 - Centennial Sportsplex - Tournament Center,E,Public Buildings,Small,Davidson,TN,84.38,75.94,75.94,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAEMM09 - Shelby Bridge Elevator,E,Public Buildings,Small,Davidson,TN,2766.0,2489.4,2489.4,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NABFF17 - Emergency Protective Measures (Social Service,B,Protective Measures,Small,Davidson,TN,6923.98,6231.58,6231.58,2010-05-04 04:00:00+00:00,2010-10-07 03:38:40+00:00
1909,Severe Storm(s),NAGMM12 - Ticket Machine,G,Recreational or Other,Small,Davidson,TN,2195.72,1976.15,1976.15,2010-05-04 04:00:00+00:00,2011-02-23 21:46:39+00:00
1909,Severe Storm(s),NAEHR08 - Equipment - GPS Base Unit,E,Public Buildings,Small,Davidson,TN,345.55,311.0,311.0,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAEFF21 - PAWS FOR DOGS SERVICES (DAVIDSON COUNTY SHERI,E,Public Buildings,Small,Davidson,TN,261.16,235.04,235.04,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NAGSC04 - Metropolitan Nashville Public Schools - Play,G,Recreational or Other,Small,Davidson,TN,4702.12,4231.91,4231.91,2010-05-04 04:00:00+00:00,2010-12-04 03:24:32+00:00
1909,Severe Storm(s),NAFTF07 - Five Manholes - Shifted Castings,F,Public Utilities,Small,Davidson,TN,2875.79,2588.21,2588.21,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAAFF19 - Emergency Protective Measures (Davidson Count,A,Debris Removal,Small,Davidson,TN,16387.17,14748.45,14748.45,2010-05-04 04:00:00+00:00,2010-10-22 02:21:46+00:00
1909,Severe Storm(s),NACTF09 - Sectional Paving at 15 sites Having Previous,C,Roads and Bridges,Large,Davidson,TN,120529.5,108476.55,108476.55,2010-05-04 04:00:00+00:00,2010-11-26 20:04:43+00:00
1909,Severe Storm(s),OKBRO18 - Donated Resources,B,Protective Measures,Small,Davidson,TN,1965.87,394.2,394.2,2010-05-04 04:00:00+00:00,2010-10-14 00:46:22+00:00
1909,Severe Storm(s),NAEMM16 - Vehicles,E,Public Buildings,Small,Davidson,TN,1470.0,1323.0,1323.0,2010-05-04 04:00:00+00:00,2011-02-04 22:41:37+00:00
1909,Severe Storm(s),NABSD36 - Emergency Protective Measures,B,Protective Measures,Small,Davidson,TN,13503.84,12153.46,12153.46,2010-05-04 04:00:00+00:00,2011-01-23 00:01:37+00:00
1909,Severe Storm(s),NAFTF01 - Two hatch cover repairs - Washington Regulato,F,Public Utilities,Small,Davidson,TN,235.62,212.06,212.06,2010-05-04 04:00:00+00:00,2011-02-01 03:13:46+00:00
1909,Severe Storm(s),NDCJT09 - Culvert,C,Roads and Bridges,Small,Davidson,TN,9777.91,8800.12,8800.12,2010-05-04 04:00:00+00:00,2010-12-02 06:31:20+00:00
1909,Severe Storm(s),NAESD42 - BDA Repeater,E,Public Buildings,Small,Davidson,TN,121.82,109.64,109.64,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NACLW27 - Roads,C,Roads and Bridges,Small,Davidson,TN,17995.47,16195.92,16195.92,2010-05-04 04:00:00+00:00,2010-12-09 22:08:38+00:00
1909,Severe Storm(s),NACLW47 - Roads,C,Roads and Bridges,Small,Davidson,TN,34870.15,31383.14,31383.14,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),"NAFTF02 - Two Sewer 8"" Mains & Two Sewer Service Lines",F,Public Utilities,Small,Davidson,TN,24355.37,21919.83,21919.83,2010-05-04 04:00:00+00:00,2011-02-09 03:13:06+00:00
1909,Severe Storm(s),"NAFTF10 - 78"" Brick Sanitary Sewer",F,Public Utilities,Large,Davidson,TN,132090.38,118881.35,118881.35,2010-05-04 04:00:00+00:00,2011-01-07 19:05:58+00:00
1909,Severe Storm(s),NAETF06 - Trash Pumps,E,Public Buildings,Small,Davidson,TN,3477.79,3130.01,3130.01,2010-05-04 04:00:00+00:00,2011-01-24 01:29:57+00:00
1909,Severe Storm(s),NDCTM07 - Storm Drain / Culvert,C,Roads and Bridges,Small,Davidson,TN,14299.05,12869.15,12869.15,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NACLW48 - Roads,C,Roads and Bridges,Large,Davidson,TN,65185.44,58666.89,58666.89,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NACLW81 - Roads,C,Roads and Bridges,Small,Davidson,TN,4857.37,4371.63,4371.63,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NABFF12 - EMERGENCY PROTECTIVE MEASURE (DAVIDSON COUNTY,B,Protective Measures,Large,Davidson,TN,322563.26,290306.93,290306.93,2010-05-04 04:00:00+00:00,2011-02-18 02:37:40+00:00
1909,Severe Storm(s),LAEST16 - Andrew Jackson Mansion & Mechanical Pit,E,Public Buildings,Large,Davidson,TN,152649.52,137384.56,137384.56,2010-05-04 04:00:00+00:00,2011-06-21 01:08:12+00:00
1909,Severe Storm(s),NACWR64 - Roads,C,Roads and Bridges,Small,Davidson,TN,7993.29,7193.96,7193.96,2010-05-04 04:00:00+00:00,2011-01-24 20:58:13+00:00
1909,Severe Storm(s),NACLW44 - Roads,C,Roads and Bridges,Small,Davidson,TN,8129.75,7316.78,7316.78,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NAGAH04 - Irrigation Controller,G,Recreational or Other,Small,Davidson,TN,3518.7,3166.83,3166.83,2010-05-04 04:00:00+00:00,2011-01-07 19:05:58+00:00
1909,Severe Storm(s),MEFAM05 - Electrical,F,Public Utilities,Large,Davidson,TN,143222.36,128900.13,128900.13,2010-05-04 04:00:00+00:00,2011-02-15 02:07:28+00:00
1909,Severe Storm(s),NACWR70 - Roads,C,Roads and Bridges,Small,Davidson,TN,4183.17,3764.85,3764.85,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
1909,Severe Storm(s),NACLW45 - Roads,C,Roads and Bridges,Small,Davidson,TN,5196.25,4676.63,4676.63,2010-05-04 04:00:00+00:00,2010-11-23 00:51:45+00:00
